,0,1,2,3
0,0.6455597921969086,1.521978825885973,-0.6151226980047705,0.37754328135973575
1,-0.5580759468178226,-0.3074328058309785,0.4043917242138461,-0.43435714199089087
2,1.2196138992326546,-1.2885114187116014,-0.5652414806253298,0.9938500283674547
3,-0.963725476665483,-0.9306661587565206,1.6417923944487387,-2.0103952473627666
4,0.6787377629557517,0.22739264391021877,-0.297745463323863,-0.7985186802498775
5,-0.7133808677675946,0.9436228118274592,0.46555359742266605,-1.2020296571136078
6,-0.2873336960794282,0.0701203755043773,-0.04551130101802789,-1.8740720478009298
7,-0.587323976159248,-0.6359069497775675,-1.0477770214718791,0.5426465727118418
8,1.9301528920537594,0.4060949465955724,-0.8488155886188007,-0.6879961108712406
9,0.6789328856054859,1.6686854387763033,0.3598629728349785,0.15320312066304126
10,-0.17092048576752408,0.534859876269956,-1.8928595311484244,2.087735977582165
11,-1.1448326139197458,0.48824433424497504,1.2222536716268415,2.3150932712061656
12,-1.8290470646060257,-1.4783317349002405,-0.4293233705455716,0.24880543695004528
13,-0.6661704243372927,1.1039594208494539,1.2340704292094815,-0.18935165789120187
14,1.1696379932471979,0.3847547091462636,0.09410334899520084,0.7356971345337653
15,-0.38086056411171587,0.027523975326687003,0.11045977127675395,-0.20052647918697988
16,0.2058228799800884,0.4116385087393937,0.25294963658208786,-1.6236781470655024
17,0.1690941589331843,1.257294703685276,-0.9355895470655662,-0.40046597823438507
18,-1.1764129061189676,1.017982563210046,-1.3711003337005356,-1.75933361961284
19,0.4250630152636935,1.8068288924671025,1.0415348267138347,1.5029531647436807
20,1.2533562769410045,1.600682107375292,0.5105648830955951,-0.13310763059798536
21,-1.6042924876925166,0.5979194971133722,-0.5796961913470664,1.0621779746091864
22,1.3643275525590493,1.9065139358817762,0.5579924813520764,0.5454013700554798
23,0.8160087029674719,2.074112259141519,0.5314383110764467,-0.582133801939659
